,lengthscale-1,lengthscale-2,lengthscale-3,lengthscale-4,lengthscale-5,lengthscale-6,lengthscale-7,lengthscale-8,lengthscale-9,lengthscale-10,outputscale,noise
0,18.171904,9.031743,7.0193377,7.5847054,6.594845,6.878512,5.899925,5.9885497,6.3966203,4.7684703,1.1338444948196411,0.04532984644174576
